adsorption_measurement/adsorption_energy,adsorption_measurement/doi,adsorption_measurement/external_note,adsorption_measurement/internal_note,adsorption_measurement/is_most_stable_site,adsorption_measurement/method/software,adsorption_measurement/method/exchange_correlation,adsorption_measurement/method/basis_set,adsorption_measurement/method/potentials,adsorption_measurement/method/is_spin_polarization,adsorption_measurement/method/is_zero_point_energy,adsorption_measurement/method/is_fixed_substrate,adsorption_measurement/bulk_surface_property_set/is_stretched,adsorption_measurement/bulk_surface_property_set/is_compressed,adsorption_measurement/bulk_surface_property_set/nano_number_of_atoms,adsorption_measurement/bulk_surface_property_set/termination,adsorption_measurement/bulk_surface_property_set/space_group,adsorption_measurement/bulk_surface_property_set/bulk_surface_material/name,adsorption_measurement/bulk_surface_property_set/primary_bulk_class/name,adsorption_measurement/bulk_surface_property_set/secondary_bulk_class,adsorption_measurement/bulk_surface_property_set/lattice_constant/lattice_constant_1,adsorption_measurement/bulk_surface_property_set/lattice_constant/lattice_constant_2,adsorption_measurement/bulk_surface_property_set/lattice_constant/lattice_constant_3,adsorption_measurement/bulk_surface_property_set/first_layer_composition,adsorption_measurement/bulk_surface_property_set/second_layer_composition,adsorption_measurement/bulk_surface_property_set/facet/name,adsorption_measurement/bulk_surface_property_set/cell_symmetry/name,adsorption_measurement/adsorbate_fraction/fraction,adsorption_measurement/adsorbate_fraction/numeric,adsorption_measurement/adsorbate_fraction/unit,adsorption_measurement/adsorbate_species/formula,adsorption_measurement/adsorbate_species/smiles,adsorption_measurement/adsorbate_species/name,adsorption_measurement/adsorbate_species/molecular_formula,adsorption_measurement/adsorbate_species/connectivity_smiles,adsorption_measurement/adsorption_site/site_name,adsorption_measurement/approver,adsorption_measurement/adsorption_reference_species_set/0/reference_coefficient,adsorption_measurement/adsorption_reference_species_set/0/species/formula,adsorption_measurement/adsorption_reference_species_set/0/species/smiles,adsorption_measurement/adsorption_reference_species_set/0/species/name,adsorption_measurement/adsorption_reference_species_set/0/species/molecular_formula,adsorption_measurement/adsorption_reference_species_set/0/species/connectivity_smiles,adsorption_measurement/emn_user/first_name,adsorption_measurement/emn_user/last_name,adsorption_measurement/emn_user/affiliation,adsorption_measurement/emn_user/email,adsorption_measurement/adsorption_site,adsorption_measurement/bulk_surface_property_set/lattice_constant,adsorption_measurement/bulk_surface_property_set/secondary_bulk_class/name,adsorption_measurement/adsorption_reference_species_set/1/reference_coefficient,adsorption_measurement/adsorption_reference_species_set/1/species/formula,adsorption_measurement/adsorption_reference_species_set/1/species/smiles,adsorption_measurement/adsorption_reference_species_set/1/species/name,adsorption_measurement/adsorption_reference_species_set/1/species/molecular_formula,adsorption_measurement/adsorption_reference_species_set/1/species/connectivity_smiles,adsorption_measurement/bulk_surface_property_set/first_layer_composition/name,adsorption_measurement/bulk_surface_property_set/second_layer_composition/name,adsorption_measurement/bulk_surface_property_set/facet,adsorption_measurement/adsorption_reference_species_set/2/reference_coefficient,adsorption_measurement/adsorption_reference_species_set/2/species/formula,adsorption_measurement/adsorption_reference_species_set/2/species/smiles,adsorption_measurement/adsorption_reference_species_set/2/species/name,adsorption_measurement/adsorption_reference_species_set/2/species/molecular_formula,adsorption_measurement/adsorption_reference_species_set/2/species/connectivity_smiles,adsorption_measurement/bulk_surface_property_set/cell_symmetry,adsorption_measurement/adsorption_reference_species_set/3/reference_coefficient,adsorption_measurement/adsorption_reference_species_set/3/species/formula,adsorption_measurement/adsorption_reference_species_set/3/species/smiles,adsorption_measurement/adsorption_reference_species_set/3/species/name,adsorption_measurement/adsorption_reference_species_set/3/species/molecular_formula,adsorption_measurement/adsorption_reference_species_set/3/species/connectivity_smiles
-4,10.1021/Jp035786c,RPBE computed with the PW91 density,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,O,[O],"oxygen, atomic",O,[O],fcc,,1,O,[O],"oxygen, atomic",O,[O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.8,10.1021/Jp035786c,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,N,[N],"nitrogen, atomic",N,[N],fcc,,1,N,[N],"nitrogen, atomic",N,[N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.4,10.1021/Jp035786c,RPBE computed with the PW91 density,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,N,[N],"nitrogen, atomic",N,[N],fcc,,1,N,[N],"nitrogen, atomic",N,[N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.8,10.1021/Jp035786c,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,N,[N],"nitrogen, atomic",N,[N],hcp,,1,N,[N],"nitrogen, atomic",N,[N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.4,10.1021/Jp035786c,RPBE computed with the PW91 density,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,N,[N],"nitrogen, atomic",N,[N],hcp,,1,N,[N],"nitrogen, atomic",N,[N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-5.11,10.1021/Jp035786c,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,S,[S],"sulfur, atomic",S,[S],fcc,,1,S,[S],"sulfur, atomic",S,[S],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.67,10.1021/Jp035786c,RPBE computed with the PW91 density,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,S,[S],"sulfur, atomic",S,[S],fcc,,1,S,[S],"sulfur, atomic",S,[S],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-6.71,10.1021/Jp035786c,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,C,[C],"carbon, atomic",C,[C],hcp,,1,C,[C],"carbon, atomic",C,[C],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-6.29,10.1021/Jp035786c,RPBE computed with the PW91 density,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,C,[C],"carbon, atomic",C,[C],hcp,,1,C,[C],"carbon, atomic",C,[C],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.54,10.1021/Jp035786c,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,N2,N#N,nitrogen,N2,[N][N],top,,1,N2,N#N,nitrogen,N2,[N][N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.21,10.1021/Jp035786c,RPBE computed with the PW91 density,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,N2,N#N,nitrogen,N2,[N][N],top,,1,N2,N#N,nitrogen,N2,[N][N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.84,10.1021/Jp035786c,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,NH3,N,ammonia,H3N,N,top,,1,NH3,N,ammonia,H3N,N,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.47,10.1021/Jp035786c,RPBE computed with the PW91 density,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,NH3,N,ammonia,H3N,N,top,,1,NH3,N,ammonia,H3N,N,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.81,10.1021/Jp035786c,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,NO,[N]=O,nitric oxide,NO,[N][O],top,,1,NO,[N]=O,nitric oxide,NO,[N][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.38,10.1021/Jp035786c,RPBE computed with the PW91 density,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,NO,[N]=O,nitric oxide,NO,[N][O],top,,1,NO,[N]=O,nitric oxide,NO,[N][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.88,10.1021/Jp035786c,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,CH3,[CH3],methyl,CH3,[CH3],top,,1,CH3,[CH3],methyl,CH3,[CH3],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.55,10.1021/Jp035786c,RPBE computed with the PW91 density,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,CH3,[CH3],methyl,CH3,[CH3],top,,1,CH3,[CH3],methyl,CH3,[CH3],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.13,10.1021/Jp035786c,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,CO,[C]#[O],carbon monoxide,CO,[C][O],top,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.78,10.1021/Jp035786c,RPBE computed with the PW91 density,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,CO,[C]#[O],carbon monoxide,CO,[C][O],top,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.05,10.1021/Jp035786c,RPBE computed with the PW91 density; Tilted,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,OH,[OH],hydroxyl,HO,[OH],top,,1,OH,[OH],hydroxyl,HO,[OH],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.52,10.1021/Jp035786c,Tilted,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,OH,[OH],hydroxyl,HO,[OH],top,,1,OH,[OH],hydroxyl,HO,[OH],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.35,10.1021/Jp035786c,"NO perpendicular to the surface, OH 16.2 degrees to the surface plane",,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,NOH,[N]O,,HNO,[N]O,fcc,,1,NO,[N]=O,nitric oxide,NO,[N][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,1,H,[H],"hydrogen, atomic",H,[H],,,,,,,,,,,,,,,,
-3.66,10.1021/Jp035786c,"RPBE computed with the PW91 density; NO perpendicular to the surface, OH 16.2 degrees to the surface plane",,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Ir,Fm3m,Ir,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Ir,NOH,[N]O,,HNO,[N]O,fcc,,1,NO,[N]=O,nitric oxide,NO,[N][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,1,H,[H],"hydrogen, atomic",H,[H],,,,,,,,,,,,,,,,
-2.75,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,H,[H],"hydrogen, atomic",H,[H],top,,1,H,[H],"hydrogen, atomic",H,[H],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.61,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,H,[H],"hydrogen, atomic",H,[H],top,,1,H,[H],"hydrogen, atomic",H,[H],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-3.87,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,O,[O],"oxygen, atomic",O,[O],fcc,,1,O,[O],"oxygen, atomic",O,[O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-3.27,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,O,[O],"oxygen, atomic",O,[O],fcc,,1,O,[O],"oxygen, atomic",O,[O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.35,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,N,[N],"nitrogen, atomic",N,[N],fcc,,1,N,[N],"nitrogen, atomic",N,[N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-3.91,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,N,[N],"nitrogen, atomic",N,[N],fcc,,1,N,[N],"nitrogen, atomic",N,[N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.94,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,S,[S],"sulfur, atomic",S,[S],fcc,,1,S,[S],"sulfur, atomic",S,[S],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.42,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,S,[S],"sulfur, atomic",S,[S],fcc,,1,S,[S],"sulfur, atomic",S,[S],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-6.75,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,C,[C],"carbon, atomic",C,[C],fcc,,1,C,[C],"carbon, atomic",C,[C],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-6.27,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,C,[C],"carbon, atomic",C,[C],fcc,,1,C,[C],"carbon, atomic",C,[C],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,N2,N#N,nitrogen,N2,[N][N],top,,1,N2,N#N,nitrogen,N2,[N][N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
0.15,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,N2,N#N,nitrogen,N2,[N][N],top,,1,N2,N#N,nitrogen,N2,[N][N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.78,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,NH3,N,ammonia,H3N,N,top,,1,NH3,N,ammonia,H3N,N,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.39,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,NH3,N,ammonia,H3N,N,top,,1,NH3,N,ammonia,H3N,N,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.29,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,NH2,[NH2],,H2N,[NH2],bridge,,1,NH2,[NH2],,H2N,[NH2],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.13,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,NH2,[NH2],,H2N,[NH2],bridge,,1,NH2,[NH2],,H2N,[NH2],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-3.82,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,NH,[NH],,HN,[NH],fcc,,1,NH,[NH],,HN,[NH],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-3.6,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,NH,[NH],,HN,[NH],fcc,,1,NH,[NH],,HN,[NH],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.12,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,HCN,C#N,hydrogen cyanide,CHN,[CH][N],top-top,,1,HCN,C#N,hydrogen cyanide,CHN,[CH][N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.64,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,HCN,C#N,hydrogen cyanide,CHN,[CH][N],top-top,,1,HCN,C#N,hydrogen cyanide,CHN,[CH][N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-3.07,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,CN,[C]#N,cyanide,CN,[C][N],top,,1,CN,[C]#N,cyanide,CN,[C][N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-3.46,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,CN,[C]#N,cyanide,CN,[C][N],fcc,,1,CN,[C]#N,cyanide,CN,[C][N],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.31,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,CNH2,[C]N,,CH2N,[C]N,fcc,,1,CNH2,[C]N,,CH2N,[C]N,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-3.79,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,CNH2,[C]N,,CH2N,[C]N,fcc,,1,CNH2,[C]N,,CH2N,[C]N,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.85,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,NO,[N]=O,nitric oxide,NO,[N][O],fcc,,1,NO,[N]=O,nitric oxide,NO,[N][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.27,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,NO,[N]=O,nitric oxide,NO,[N][O],fcc,,1,NO,[N]=O,nitric oxide,NO,[N][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-3.24,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,HNO,N=O,,HNO,[NH][O],top,,1,NO,[N]=O,nitric oxide,NO,[N][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,1,H,[H],"hydrogen, atomic",H,[H],,,,,,,,,,,,,,,,
-3.91,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,HNO,N=O,,HNO,[NH][O],bridge,,1,NO,[N]=O,nitric oxide,NO,[N][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,1,H,[H],"hydrogen, atomic",H,[H],,,,,,,,,,,,,,,,
-4.14,10.1016/j.susc.2005.04.028,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,NOH,[N]O,,HNO,[N]O,fcc,,1,NO,[N]=O,nitric oxide,NO,[N][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,1,H,[H],"hydrogen, atomic",H,[H],,,,,,,,,,,,,,,,
-3.39,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,NOH,[N]O,,HNO,[N]O,fcc,,1,NO,[N]=O,nitric oxide,NO,[N][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,1,H,[H],"hydrogen, atomic",H,[H],,,,,,,,,,,,,,,,
-1.45,10.1016/j.susc.2005.04.028,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Pt,Fm3m,Pt,transition metal,,4,4,4,,,(111),2x2,1/4,0.25,Pt,CO,[C]#[O],carbon monoxide,CO,[C][O],bridge,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
